대학교별명칭	계열	학과명	전형방법	전형명칭	평가방법	내년 모집인원	금년 모집인원	충원인원	충원률	경쟁률	50%등급컷	70%점수컷	70%등급컷	학과별 모집정원	입학정원	취업률	평균 등록금(천원)	기숙사 수용률	대학코드	지역명	학과코드
가천대학교 [본교]	공학계열	AI・소프트웨어학부(인공지능전공)	논술위주	논술	학생부:40 논술:60	37	35	18	51.42857142857142	26.74		592.5	3.5	151	4,131	67.2	8249738.7	11.5	0000063	경기	0228421
가천대학교 [본교]	공학계열	AI・소프트웨어학부(인공지능전공)	기타	재외국민		0	0							151	4,131	67.2	8249738.7	11.5	0000063	경기	0228421
가천대학교 [본교]	공학계열	AI・소프트웨어학부(인공지능전공)	기타	전교육과정이수자		0	0							151	4,131	67.2	8249738.7	11.5	0000063	경기	0228421
가천대학교 [본교]	공학계열	건축학부	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			5.5				128	4,131	67.2	8249738.7	11.5	0000063	경기	0034726
가천대학교 [본교]	공학계열	건축학부	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	10	7	7	100	10		590.1	4.3	128	4,131	67.2	8249738.7	11.5	0000063	경기	0034726
가천대학교 [본교]	공학계열	건축학부	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	17	12	36	300	16.75		991.5	2.7	128	4,131	67.2	8249738.7	11.5	0000063	경기	0034726
가천대학교 [본교]	공학계열	건축학부	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	17	15	26	173.33333333333334	16.53				128	4,131	67.2	8249738.7	11.5	0000063	경기	0034726
가천대학교 [본교]	공학계열	건축학부	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	5	250	12				128	4,131	67.2	8249738.7	11.5	0000063	경기	0034726
가천대학교 [본교]	공학계열	건축학부	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1			9				128	4,131	67.2	8249738.7	11.5	0000063	경기	0034726
가천대학교 [본교]	공학계열	건축학부	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	4	4	3	75	15.75				128	4,131	67.2	8249738.7	11.5	0000063	경기	0034726
가천대학교 [본교]	공학계열	건축학부	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	3	3	1	33.33333333333333	11.33				128	4,131	67.2	8249738.7	11.5	0000063	경기	0034726
가천대학교 [본교]	공학계열	건축학부	논술위주	논술	학생부:40 논술:60	26	26	6	23.076923076923077	25.54		592.2	3.6	128	4,131	67.2	8249738.7	11.5	0000063	경기	0034726
가천대학교 [본교]	공학계열	건축학부	기타	재외국민		0	0							128	4,131	67.2	8249738.7	11.5	0000063	경기	0034726
가천대학교 [본교]	공학계열	건축학부	기타	전교육과정이수자		0	0							128	4,131	67.2	8249738.7	11.5	0000063	경기	0034726
가천대학교 [본교]	공학계열	게임・영상학과	실기/실적위주	실기/실적(조기취업형계약학과전형)	1단계:500 서류:100\n2단계:100 면접:50 1단계성적:50	60	0			0				60	4,131	67.2	8249738.7	11.5	0000063	경기	0231850
가천대학교 [본교]	공학계열	게임・영상학과	실기/실적위주	실기/실적(조기취업형계약학과전형)	1단계:500 서류:100\n2단계:100 면접:50 1단계성적:50	60	0			0				60	4,131	67.2	8249738.7	11.5	0000063	경기	0231850
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(기계공학전공)	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			7				109	4,131	67.2	8249738.7	11.5	0000063	경기	0235475
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(기계공학전공)	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	10	7	5	71.42857142857143	7.86		592.2	3.6	109	4,131	67.2	8249738.7	11.5	0000063	경기	0235475
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(기계공학전공)	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	11	11	28	254.54545454545453	13		992.5	2.5	109	4,131	67.2	8249738.7	11.5	0000063	경기	0235475
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(기계공학전공)	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	15	12	16	133.33333333333331	16.17				109	4,131	67.2	8249738.7	11.5	0000063	경기	0235475
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(기계공학전공)	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	6	300	6				109	4,131	67.2	8249738.7	11.5	0000063	경기	0235475
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(기계공학전공)	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	4	200	8				109	4,131	67.2	8249738.7	11.5	0000063	경기	0235475
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(기계공학전공)	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	1	50	17.5				109	4,131	67.2	8249738.7	11.5	0000063	경기	0235475
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(기계공학전공)	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	3	3	5	166.66666666666669	9.67				109	4,131	67.2	8249738.7	11.5	0000063	경기	0235475
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(기계공학전공)	논술위주	논술	학생부:40 논술:60	20	20	7	35	24.85		592.8	3.4	109	4,131	67.2	8249738.7	11.5	0000063	경기	0235475
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(기계공학전공)	기타	재외국민		0	0							109	4,131	67.2	8249738.7	11.5	0000063	경기	0235475
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(기계공학전공)	기타	전교육과정이수자		0	0							109	4,131	67.2	8249738.7	11.5	0000063	경기	0235475
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(산업공학전공)	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	5	5	5	100	5.8		592.2	3.6	52	4,131	67.2	8249738.7	11.5	0000063	경기	0235474
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(산업공학전공)	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	7	7	19	271.42857142857144	13.14		990.5	2.9	52	4,131	67.2	8249738.7	11.5	0000063	경기	0235474
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(산업공학전공)	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	5	5	7	140	6.4				52	4,131	67.2	8249738.7	11.5	0000063	경기	0235474
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(산업공학전공)	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	0	0	6				52	4,131	67.2	8249738.7	11.5	0000063	경기	0235474
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(산업공학전공)	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	1	50	6				52	4,131	67.2	8249738.7	11.5	0000063	경기	0235474
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(산업공학전공)	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	0	0	7				52	4,131	67.2	8249738.7	11.5	0000063	경기	0235474
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(산업공학전공)	논술위주	논술	학생부:40 논술:60	14	15	3	20	18.67		592.5	3.5	52	4,131	67.2	8249738.7	11.5	0000063	경기	0235474
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(산업공학전공)	기타	재외국민		0	0							52	4,131	67.2	8249738.7	11.5	0000063	경기	0235474
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(산업공학전공)	기타	전교육과정이수자		0	0							52	4,131	67.2	8249738.7	11.5	0000063	경기	0235474
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(스마트팩토리전공)	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	5	5	2	40	6.2		590.4	4.2	50	4,131	67.2	8249738.7	11.5	0000063	경기	0237013
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(스마트팩토리전공)	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	7	7	8	114.28571428571428	13.86		990	3	50	4,131	67.2	8249738.7	11.5	0000063	경기	0237013
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(스마트팩토리전공)	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	5	5	4	80	7.6				50	4,131	67.2	8249738.7	11.5	0000063	경기	0237013
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(스마트팩토리전공)	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	0	0	7				50	4,131	67.2	8249738.7	11.5	0000063	경기	0237013
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(스마트팩토리전공)	논술위주	논술	학생부:40 논술:60	14	15	6	40	17.87		591.3	3.9	50	4,131	67.2	8249738.7	11.5	0000063	경기	0237013
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(스마트팩토리전공)	기타	재외국민		0	0							50	4,131	67.2	8249738.7	11.5	0000063	경기	0237013
가천대학교 [본교]	공학계열	기계・스마트・산업공학부(스마트팩토리전공)	기타	전교육과정이수자		0	0							50	4,131	67.2	8249738.7	11.5	0000063	경기	0237013
가천대학교 [본교]	공학계열	도시계획・조경학부	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			5.5				87	4,131	67.2	8249738.7	11.5	0000063	경기	0041941
가천대학교 [본교]	공학계열	도시계획・조경학부	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	8	7	4	57.14285714285714	7.86		591.3	3.9	87	4,131	67.2	8249738.7	11.5	0000063	경기	0041941
가천대학교 [본교]	공학계열	도시계획・조경학부	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	10	7	28	400	11.29		991.5	2.7	87	4,131	67.2	8249738.7	11.5	0000063	경기	0041941
가천대학교 [본교]	공학계열	도시계획・조경학부	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	10	9	14	155.55555555555557	10.67				87	4,131	67.2	8249738.7	11.5	0000063	경기	0041941
가천대학교 [본교]	공학계열	도시계획・조경학부	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	1	100	7				87	4,131	67.2	8249738.7	11.5	0000063	경기	0041941
가천대학교 [본교]	공학계열	도시계획・조경학부	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	2	100	2				87	4,131	67.2	8249738.7	11.5	0000063	경기	0041941
가천대학교 [본교]	공학계열	도시계획・조경학부	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	0	0	21.5				87	4,131	67.2	8249738.7	11.5	0000063	경기	0041941
가천대학교 [본교]	공학계열	도시계획・조경학부	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	3	150	13				87	4,131	67.2	8249738.7	11.5	0000063	경기	0041941
가천대학교 [본교]	공학계열	도시계획・조경학부	논술위주	논술	학생부:40 논술:60	20	20	4	20	16.35		592.5	3.5	87	4,131	67.2	8249738.7	11.5	0000063	경기	0041941
가천대학교 [본교]	공학계열	도시계획・조경학부	기타	재외국민		0	0							87	4,131	67.2	8249738.7	11.5	0000063	경기	0041941
가천대학교 [본교]	공학계열	도시계획・조경학부	기타	전교육과정이수자		0	0							87	4,131	67.2	8249738.7	11.5	0000063	경기	0041941
가천대학교 [본교]	공학계열	미래자동차학과	실기/실적위주	실기/실적(조기취업형계약학과전형)	1단계:500 서류:100\n2단계:100 면접:50 1단계성적:50	40	0			0				40	4,131	67.2	8249738.7	11.5	0000063	경기	0231802
가천대학교 [본교]	공학계열	미래자동차학과	실기/실적위주	실기/실적(조기취업형계약학과전형)	1단계:500 서류:100\n2단계:100 면접:50 1단계성적:50	40	0			0				40	4,131	67.2	8249738.7	11.5	0000063	경기	0231802
가천대학교 [본교]	공학계열	바이오나노학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	6	6	4	66.66666666666666	7.17		593.7	3.1	50	4,131	67.2	8249738.7	11.5	0000063	경기	0204992
가천대학교 [본교]	공학계열	바이오나노학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	7	7	5	71.42857142857143	10.86		994	2.2	50	4,131	67.2	8249738.7	11.5	0000063	경기	0204992
가천대학교 [본교]	공학계열	바이오나노학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	6	6	1	16.666666666666664	21.17				50	4,131	67.2	8249738.7	11.5	0000063	경기	0204992
가천대학교 [본교]	공학계열	바이오나노학과	논술위주	논술	학생부:40 논술:60	14	15	11	73.33333333333333	19.87		591.9	3.7	50	4,131	67.2	8249738.7	11.5	0000063	경기	0204992
가천대학교 [본교]	공학계열	바이오나노학과	기타	재외국민		0	0							50	4,131	67.2	8249738.7	11.5	0000063	경기	0204992
가천대학교 [본교]	공학계열	바이오나노학과	기타	전교육과정이수자		0	0							50	4,131	67.2	8249738.7	11.5	0000063	경기	0204992
가천대학교 [본교]	공학계열	바이오의료기기학과	실기/실적위주	실기/실적(조기취업형계약학과전형)	1단계:500 서류:100\n2단계:100 면접:50 1단계성적:50	40	0			0				40	4,131	67.2	8249738.7	11.5	0000063	경기	U012703
가천대학교 [본교]	공학계열	바이오의료기기학과	실기/실적위주	실기/실적(조기취업형계약학과전형)	1단계:500 서류:100\n2단계:100 면접:50 1단계성적:50	40	0			0				40	4,131	67.2	8249738.7	11.5	0000063	경기	U012703
가천대학교 [본교]	공학계열	반도체공학부(반도체・디스플레이전공)	실기/실적위주	실기/실적(조기취업형계약학과전형)	1단계:500 서류:100\n2단계:100 면접:50 1단계성적:50	50	0			0				50	4,131	67.2	8249738.7	11.5	0000063	경기	U012704
가천대학교 [본교]	공학계열	반도체공학부(반도체・디스플레이전공)	실기/실적위주	실기/실적(조기취업형계약학과전형)	1단계:500 서류:100\n2단계:100 면접:50 1단계성적:50	50	0			0				50	4,131	67.2	8249738.7	11.5	0000063	경기	U012704
가천대학교 [본교]	공학계열	반도체공학부(반도체설계전공)	실기/실적위주	실기/실적(조기취업형계약학과전형)	1단계:500 서류:100\n2단계:100 면접:50 1단계성적:50	50	0			0				50	4,131	67.2	8249738.7	11.5	0000063	경기	U012705
가천대학교 [본교]	공학계열	반도체공학부(반도체설계전공)	실기/실적위주	실기/실적(조기취업형계약학과전형)	1단계:500 서류:100\n2단계:100 면접:50 1단계성적:50	50	0			0				50	4,131	67.2	8249738.7	11.5	0000063	경기	U012705
가천대학교 [본교]	공학계열	설비·소방공학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	7	6	3	50	7.17		591	4	84	4,131	67.2	8249738.7	11.5	0000063	경기	0211929
가천대학교 [본교]	공학계열	설비·소방공학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	10	8	11	137.5	12.88		990	3	84	4,131	67.2	8249738.7	11.5	0000063	경기	0211929
가천대학교 [본교]	공학계열	설비·소방공학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	10	8	1	12.5	7.75				84	4,131	67.2	8249738.7	11.5	0000063	경기	0211929
가천대학교 [본교]	공학계열	설비·소방공학과	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	0	0	4				84	4,131	67.2	8249738.7	11.5	0000063	경기	0211929
가천대학교 [본교]	공학계열	설비·소방공학과	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	1	100	8				84	4,131	67.2	8249738.7	11.5	0000063	경기	0211929
가천대학교 [본교]	공학계열	설비·소방공학과	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	0	0	8				84	4,131	67.2	8249738.7	11.5	0000063	경기	0211929
가천대학교 [본교]	공학계열	설비·소방공학과	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	0	0	14				84	4,131	67.2	8249738.7	11.5	0000063	경기	0211929
가천대학교 [본교]	공학계열	설비·소방공학과	논술위주	논술	학생부:40 논술:60	20	18	8	44.44444444444444	13.78		590.4	4.2	84	4,131	67.2	8249738.7	11.5	0000063	경기	0211929
가천대학교 [본교]	공학계열	설비·소방공학과	기타	재외국민		0	0							84	4,131	67.2	8249738.7	11.5	0000063	경기	0211929
가천대학교 [본교]	공학계열	설비·소방공학과	기타	전교육과정이수자		0	0							84	4,131	67.2	8249738.7	11.5	0000063	경기	0211929
가천대학교 [본교]	공학계열	스마트시티융합학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	5	5	4	80	7.2		592.2	3.6	50	4,131	67.2	8249738.7	11.5	0000063	경기	0237012
가천대학교 [본교]	공학계열	스마트시티융합학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	8	7	6	85.71428571428571	13.29		991	2.8	50	4,131	67.2	8249738.7	11.5	0000063	경기	0237012
가천대학교 [본교]	공학계열	스마트시티융합학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	6	5	1	20	8.8				50	4,131	67.2	8249738.7	11.5	0000063	경기	0237012
가천대학교 [본교]	공학계열	스마트시티융합학과	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	0	0	9.5				50	4,131	67.2	8249738.7	11.5	0000063	경기	0237012
가천대학교 [본교]	공학계열	스마트시티융합학과	논술위주	논술	학생부:40 논술:60	13	15	5	33.33333333333333	18.73		591.3	3.9	50	4,131	67.2	8249738.7	11.5	0000063	경기	0237012
가천대학교 [본교]	공학계열	스마트시티융합학과	기타	재외국민		0	0							50	4,131	67.2	8249738.7	11.5	0000063	경기	0237012
가천대학교 [본교]	공학계열	스마트시티융합학과	기타	전교육과정이수자		0	0							50	4,131	67.2	8249738.7	11.5	0000063	경기	0237012
가천대학교 [본교]	공학계열	식품생명공학과	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	1	1			7				54	4,131	67.2	8249738.7	11.5	0000063	경기	0235479
가천대학교 [본교]	공학계열	식품생명공학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	5	5	2	40	10.4		591.9	3.7	54	4,131	67.2	8249738.7	11.5	0000063	경기	0235479
가천대학교 [본교]	공학계열	식품생명공학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	7	7	15	214.28571428571428	13.29		992.5	2.5	54	4,131	67.2	8249738.7	11.5	0000063	경기	0235479
가천대학교 [본교]	공학계열	식품생명공학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	6	6	5	83.33333333333334	17.17				54	4,131	67.2	8249738.7	11.5	0000063	경기	0235479
가천대학교 [본교]	공학계열	식품생명공학과	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	0	0	9				54	4,131	67.2	8249738.7	11.5	0000063	경기	0235479
가천대학교 [본교]	공학계열	식품생명공학과	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	2	100	19				54	4,131	67.2	8249738.7	11.5	0000063	경기	0235479
가천대학교 [본교]	공학계열	식품생명공학과	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	0	0	7.5				54	4,131	67.2	8249738.7	11.5	0000063	경기	0235479
가천대학교 [본교]	공학계열	식품생명공학과	논술위주	논술	학생부:40 논술:60	14	15	3	20	19.27		592.8	3.4	54	4,131	67.2	8249738.7	11.5	0000063	경기	0235479
가천대학교 [본교]	공학계열	식품생명공학과	기타	재외국민		0	0							54	4,131	67.2	8249738.7	11.5	0000063	경기	0235479
가천대학교 [본교]	공학계열	식품생명공학과	기타	전교육과정이수자		0	0							54	4,131	67.2	8249738.7	11.5	0000063	경기	0235479
가천대학교 [본교]	공학계열	신소재공학과	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			5				56	4,131	67.2	8249738.7	11.5	0000063	경기	0227409
가천대학교 [본교]	공학계열	신소재공학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	5	5	5	100	7.2		592.8	3.4	56	4,131	67.2	8249738.7	11.5	0000063	경기	0227409
가천대학교 [본교]	공학계열	신소재공학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	7	7	11	157.14285714285714	11		993	2.4	56	4,131	67.2	8249738.7	11.5	0000063	경기	0227409
가천대학교 [본교]	공학계열	신소재공학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	6	6	15	250	15.5				56	4,131	67.2	8249738.7	11.5	0000063	경기	0227409
가천대학교 [본교]	공학계열	신소재공학과	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	0	0	5				56	4,131	67.2	8249738.7	11.5	0000063	경기	0227409
가천대학교 [본교]	공학계열	신소재공학과	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	0	0	5				56	4,131	67.2	8249738.7	11.5	0000063	경기	0227409
가천대학교 [본교]	공학계열	신소재공학과	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	4	200	13.5				56	4,131	67.2	8249738.7	11.5	0000063	경기	0227409
가천대학교 [본교]	공학계열	신소재공학과	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	2	100	8				56	4,131	67.2	8249738.7	11.5	0000063	경기	0227409
가천대학교 [본교]	공학계열	신소재공학과	논술위주	논술	학생부:40 논술:60	14	15	3	20	23.33		591.6	3.8	56	4,131	67.2	8249738.7	11.5	0000063	경기	0227409
가천대학교 [본교]	공학계열	신소재공학과	기타	재외국민		0	0							56	4,131	67.2	8249738.7	11.5	0000063	경기	0227409
가천대학교 [본교]	공학계열	신소재공학과	기타	전교육과정이수자		0	0							56	4,131	67.2	8249738.7	11.5	0000063	경기	0227409
가천대학교 [본교]	공학계열	의공학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	7	7	8	114.28571428571428	7.57		592.2	3.6	52	4,131	67.2	8249738.7	11.5	0000063	경기	0208922
가천대학교 [본교]	공학계열	의공학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	8	6	10	166.66666666666669	17.17		992.5	2.5	52	4,131	67.2	8249738.7	11.5	0000063	경기	0208922
가천대학교 [본교]	공학계열	의공학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	7	7	7	100	12.43				52	4,131	67.2	8249738.7	11.5	0000063	경기	0208922
가천대학교 [본교]	공학계열	의공학과	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	0	0	5				52	4,131	67.2	8249738.7	11.5	0000063	경기	0208922
