I_ID_UNIVLIST	대학코드	대학교명	대학교별명칭	지역코드	지역명	입학정원	취업률	평균 등록금(천원)	schlship	기숙사 수용률	수시 경쟁률	정시 경쟁률	설치 학과 개수	전형 개수
19590	0000068	계명대학교	계명대학교 [본교]		대구	4,620	55.3	7187091.3	3984525	13.7	6.46	4.15	95	29
19662	0000069	고려대학교	고려대학교 [본교]		서울	3,884	73.3	8268998	3270239.5	12.2	14.68	3.7	69	24
19734	0000070	고려대학교(세종)	고려대학교(세종) [분교]		세종	1,449	63.5	8373668.5	3542594	35.8	12.8	6.23	25	23
19806	0000071	고신대학교	고신대학교 [본교]		부산	861	72.9	6620415	3814149.6	37.3	6.51	2.99	22	27
19878	0000251	공주교육대학교	공주교육대학교 [본교]		충남	354	66.7	3424000	2175974.8	43.8	5.37	2.47	1	10
19950	0000008	공주대학교	공주대학교 [본교]		충남	2,815	58.2	3823676.7	2575135.7	31.8	8.45	4.44	92	22
20022	0000073	광신대학교	광신대학교 [본교]		광주	122	61	5977934.4	4373004.8	23.4	0.91	0.51	5	17
20094	0000074	광운대학교	광운대학교 [본교]		서울	1,684	60.6	7830919.5	3005197.5	12	12.43	6.9	29	21
20166	0000075	광주가톨릭대학교	광주가톨릭대학교 [본교]		전남	40	0	0	137640.4	204.6	0.46	0.13	1	5
20238	0000252	광주교육대학교	광주교육대학교 [본교]		광주	326	69.6	3476500	3115850.8	37.4	5.57	3.19	1	13
20310	0000231	광주대학교	광주대학교 [본교]		광주	1,334	64.5	6563829.7	4034215.3	28.4	4.24	0.78	44	7
20382	0000076	광주여자대학교	광주여자대학교 [본교]		광주	890	66.1	6282267.4	4323990.4	14.5	3.78	0.56	23	11
20454	0000078	국민대학교	국민대학교 [본교]		서울	2,966	67	7923884.8	3419381	11.5	10.32	6.02	79	27
20526	0000009	군산대학교	군산대학교 [본교]		전북	1,683	60.8	3934275.5	2780278.5	21.6	3.24	1.2	44	23
20598	0000080	극동대학교	극동대학교 [본교]		충북	888	65.6	7467548	3692354.9	14.5	3.88	0.93	25	24
20670	0000224	금강대학교	금강대학교 [본교]		충남	110	47.1	6564000	6837425.6	224.1	0.32	2.2	1	12
20742	0000010	금오공과대학교	금오공과대학교 [본교]		경북	1,214	60.8	3769117.7	2799753.1	46.1	6.05	3.14	21	19
20814	0000241	김천대학교	김천대학교 [본교]		경북	634	72.3	7042129	3516269.5	49.5	3.85	0.73	18	11
20886	0000081	나사렛대학교	나사렛대학교 [본교]		충남	1,211	62.9	7149194.9	4175863.8	19.4	4.27	2.21	26	25
20958	0000216	남부대학교	남부대학교 [본교]		광주	617	72.4	6511720	3816532.4	29.2	4.49	1.29	17	8
21030	0000245	남서울대학교	남서울대학교 [본교]		충남	2,187	67.1	7858845.6	3724217.1	13.9	8.68	4.63	38	26
21102	0000082	단국대학교	단국대학교 [본교]		경기	2,275	62.9	8019362.6	3127752.2	19.4	17.67	6.2	47	27
21174	0002726	단국대학교	단국대학교 [제2캠퍼스]		충남	2,355	65.2	8189901	3222001.6	19.8	8.82	5.86	53	22
21246	0000088	대구가톨릭대학교	대구가톨릭대학교 [본교]		경북	2,494	57.4	7227513.7	3795555.2	25.3	5.24	2.14	72	26
21318	0000253	대구교육대학교	대구교육대학교 [본교]		대구	383	76.3	3604000	2149255.1	28.4	5.17	2.03	1	13
21390	0000084	대구대학교	대구대학교 [본교]		경북	3,822	51.7	6843753.3	3792078.2	24.7	5.05	2.08	80	26
21462	0000087	대구예술대학교	대구예술대학교 [본교]		경북	330	51.8	8278149.5	3853401.6	30.2	1.49	0.26	5	6
21534	0000061	대구한의대학교	대구한의대학교 [본교]		경북	1,508	65.3	7261202.3	3746656.4	18.9	5.24	1.65	39	28
21606	0000093	대신대학교	대신대학교 [본교]		경북	116	61.2	6360344.8	4978888.3	26	1.49	1.06	4	9
21678	0000094	대전가톨릭대학교	대전가톨릭대학교 [본교]		세종	40	0	5760000	5129203	798.5	0.15	0.41	1	8
21750	0000095	대전대학교	대전대학교 [본교]		대전	1,857	65.7	7285934.7	3525271.8	25	7.76	2.76	42	24
21822	0000238	대전신학대학교	대전신학대학교 [본교]		대전	32	0	5918260.9	6490894	35.1	0.18	0	1	4
21894	0000097	대진대학교	대진대학교 [본교]		경기	1,703	66.2	7171065.3	3902426.1	22.1	5.87	4.64	40	23
21966	0000099	덕성여자대학교	덕성여자대학교 [본교]		서울	1,120	58.9	7072813.4	3012328.3	13.1	18.55	7.18	5	23
22038	0000100	동국대학교	동국대학교 [본교]		서울	2,778	69	7939150.6	3304552.4	11.5	24.66	5.96	61	33
22110	0000101	동국대학교(WISE)	동국대학교(WISE) [분교]		경북	1,754	60.1	7863796.9	3749701.2	23.9	4.96	4.61	37	27
22182	0000102	동덕여자대학교	동덕여자대학교 [본교]		서울	1,577	66.6	7374035.6	3226655.9	10.4	12.85	8.96	42	20
22254	0000235	동명대학교	동명대학교 [본교]		부산	1,663	67.7	6967580.7	4086611.3	14.2	5.05	1.04	45	18
22326	0000103	동서대학교	동서대학교 [본교]		부산	2,094	62.5	6832824.5	3727860	20.1	6.78	1.94	56	19
22398	0000104	동신대학교	동신대학교 [본교]		전남	1,508	66.9	6658129.8	4019676.1	23.3	4.2	0.88	39	13
22470	0000105	동아대학교	동아대학교 [본교]		부산	4,058	54.7	6762049.7	3419812.5	12.6	5.83	4.64	60	39
22542	0000106	동양대학교	동양대학교 [본교]		경북	990	65.6	7120656.8	3135534.6	56.1	3.33	1.46	27	18
22614	0000107	동의대학교	동의대학교 [본교]		부산	3,617	59.1	6607210.1	3707711.1	20.2	5.54	2.28	69	20
22686	0000108	루터대학교	루터대학교 [본교]		경기	85	70.1	6300000	3909613.9	26.9	2.43	1.03	5	11
22758	0000109	명지대학교	명지대학교 [본교]		경기	1,397	64	9117673.4	3647036.2	30.4	11.04	6.42	24	30
22830	0000111	명지대학교	명지대학교 [제2캠퍼스]		서울	1,263	59.8	6950357.9	3229072.9	11.3	10.72	6	19	30
22902	0000112	목원대학교	목원대학교 [본교]		대전	1,815	60.2	7216827.6	4009181.3	20.6	4.26	1.39	51	19
22974	0000221	목포가톨릭대학교	목포가톨릭대학교 [본교]		전남	120	89.4	6496825	4559175.2	27.1	4.84	2.65	3	12
23046	0000011	목포대학교	목포대학교 [본교]		전남	1,485	61.5	3896124.5	3110841.8	25.8	4.32	2.23	71	22
23118	0000012	목포해양대학교	목포해양대학교 [본교]		전남	659	82	3409435.6	2241982.9	93.9	4.26	2.03	12	22
23190	0000113	배재대학교	배재대학교 [본교]		대전	1,845	65.2	7165306.7	3721225.4	20.8	4.3	1.51	58	19
23262	0000178	백석대학교	백석대학교 [본교]		충남	2,890	67	7835305.4	3766805.2	13.9	7.32	4.64	27	29
23334	0000013	부경대학교	부경대학교 [본교]		부산	3,270	53	4039300.6	2679507.6	23.8	8.99	5.21	61	34
23406	0000114	부산가톨릭대학교	부산가톨릭대학교 [본교]		부산	735	74	6800423.6	4102130.1	12.2	6.92	2.74	15	14
23478	0000254	부산교육대학교	부산교육대학교 [본교]		부산	356	66.4	3024000	2056860.1	46.4	6.02	2.32	1	11
23550	0000014	부산대학교	부산대학교 [본교]		부산	4,356	58.6	4462529.8	2860249.2	21.5	14.7	5.25	123	29
23622	0000115	부산외국어대학교	부산외국어대학교 [본교]		부산	1,470	57.4	6206616.5	3078806.2	21.7	3.82	1.31	30	20
23694	0000222	부산장신대학교	부산장신대학교 [본교]		경남	32	45.5	5760260.5	5355104.2	52.3	0.97	0.93	2	6
23766	0000116	삼육대학교	삼육대학교 [본교]		서울	1,137	64.5	7748262.7	3953894.6	27	8.78	9.87	24	28
23838	0000117	상명대학교	상명대학교 [본교]		서울	1,379	62.1	7696921.1	3403334.7	8.5	13.81	5.32	33	17
23910	0002959	상명대학교	상명대학교 [제2캠퍼스]		충남	1,367	64.1	8099482.8	3660405.7	19.1	10.33	4.62	27	14
23982	0000119	상지대학교	상지대학교 [본교]		강원	1,758	64.2	7089187	3165128.1	12.9	2.77	2	34	31
24054	0000120	서강대학교	서강대학교 [본교]		서울	1,632	73.7	7944545.7	2677445.6	12.8	28.84	5.25	29	20
24126	0000121	서경대학교	서경대학교 [본교]		서울	1,309	69	7928490.1	3368305.8	10.7	21.54	10.1	36	25
24198	0000036	서울과학기술대학교	서울과학기술대학교 [본교]		서울	2,148	66.2	5445457.1	3185386	22.6	13.5	4.82	47	20
24270	0000255	서울교육대학교	서울교육대학교 [본교]		서울	355	48.1	3088000	1797022.1	29.4	4.58	2.1	1	11
24342	0000098	서울기독대학교	서울기독대학교 [본교]		서울	136	50	7244470.6	3530379.4	16.2	0.94	1.03	8	19
24414	0000019	서울대학교	서울대학교 [본교]		서울	3,278	70.9	6011819.2	3287549.6	25.3	6.23	4.12	87	13
24486	0000040	서울시립대학교	서울시립대학교 [본교]		서울	1,727	70	2392084.4	1770081.3	11.6	17.38	4.38	47	17
24558	0000125	서울신학대학교	서울신학대학교 [본교]		경기	457	60.9	6864812	4584556.5	13.6	5.54	4.62	8	21
24630	0000126	서울여자대학교	서울여자대학교 [본교]		서울	1,670	59.6	7524060.5	3562074.2	12.1	15.66	6.95	34	20
24702	0000127	서울장신대학교	서울장신대학교 [본교]		경기	104	51	7540000	4730429.4	46.8	1.25	0.29	4	15
24774	0000205	서울한영대학교	서울한영대학교 [본교]		서울	180	58.7	6929700	3985245.2	14.5	4.01	2.21	6	13
24846	0000128	서원대학교	서원대학교 [본교]		충북	1,622	56.9	6912238	3736701.2	14.2	6.29	3.48	35	34
24918	0000129	선문대학교	선문대학교 [본교]		충남	2,053	69	7575985	3972893	39.5	4.8	1.77	46	20
24990	0000131	성결대학교	성결대학교 [본교]		경기	1,228	62.1	7208829	3460671.2	11	7.92	5.64	30	29
25062	0000132	성공회대학교	성공회대학교 [본교]		서울	502	56.4	7047624.7	3952998.9	20.8	4.66	5.23	4	17
25134	0000133	성균관대학교	성균관대학교 [본교]		서울	3,335	78.6	8390589.2	3215132.1	21.2	25.36	4.74	51	26
25206	0000136	성신여자대학교	성신여자대학교 [본교]		서울	2,195	56.5	7817160	3722274.7	10.8	12.25	6.45	52	19
25278	0000137	세명대학교	세명대학교 [본교]		충북	1,603	65.5	6859292.7	3789303	44.7	4.07	1.38	40	18
25350	0000138	세종대학교	세종대학교 [본교]		서울	2,360	63.6	7885632.6	3199312.3	11	17.12	6.71	45	30
25422	0000092	세한대학교	세한대학교 [본교]		전남	817	68.7	6679680.9	3100279.1	35.2	3.31	1.39	20	12
25494	0000243	송원대학교	송원대학교 [본교]		광주	685	71.4	6478663.4	3896655.1	12.9	4.01	0.75	18	16
25566	0000139	수원가톨릭대학교	수원가톨릭대학교 [본교]		경기	90	0	5097000	8637605.6	136.8	0.23	0.5	1	12
25638	0000140	수원대학교	수원대학교 [본교]		경기	2,130	61.9	7528948.8	3358459.7	11.6	14.21	7.86	34	29
25710	0000141	숙명여자대학교	숙명여자대학교 [본교]		서울	2,180	62.5	8073846.6	3300460.5	11.9	17.08	4.94	51	30
25782	0000020	순천대학교	순천대학교 [본교]		전남	1,638	57.7	3948141	2870973.8	30.4	4.84	3.34	64	25
25854	0000142	순천향대학교	순천향대학교 [본교]		충남	2,352	68.1	7830204.7	4039826.7	40.7	7.53	7.05	57	27
25926	0000143	숭실대학교	숭실대학교 [본교]		서울	2,700	68.6	7929310.8	3213747.1	11.6	15.13	7.87	48	24
25998	0000233	신경대학교	신경대학교 [본교]		경기	246	60	6986129.1	1540053.8	22.3	3.46	0.73	8	10
26070	0000144	신라대학교	신라대학교 [본교]		부산	1,720	59.3	6723635.4	3418526.7	14.4	4.63	1.01	50	22
26142	0002712	신한대학교	신한대학교 [본교]		경기	120	68.1	9105147.6	3959890.2	52	9.12	4.69	2	19
26214	0002800	신한대학교	신한대학교 [제2캠퍼스]		경기	1,285	71.6	8581295.9	3777242.3	5.4	12.15	6.41	36	19
26286	0000145	아신대학교	아신대학교 [본교]		경기	130	100	6556000	5080426.9	26.9	0.55	0.16	4	15
26358	0000146	아주대학교	아주대학교 [본교]		경기	1,936	70.4	8261778.9	3133183.3	26.3	20.17	7.3	39	25
26430	0000021	안동대학교	안동대학교 [본교]		경북	1,370	53	3749658.6	3130962.6	31.2	3.78	1.13	58	26
26502	0000147	안양대학교	안양대학교 [본교]		경기	982	62.5	7565217	3427075.5	2.7	9.57	7.21	28	16
26574	0000148	안양대학교	안양대학교 [제2캠퍼스]		인천	149	55.7	7683196.9	3089197.6	68.7	3.53	1.78	6	11
26646	0000149	연세대학교	연세대학교 [본교]		서울	3,471	72.5	9155128.9	3507514.3	36	14.97	4.73	75	35
26718	0000150	연세대학교(미래)	연세대학교(미래) [분교]		강원	1,319	67.2	8423352.9	3236938	57.6	11.95	4.38	14	24
26790	0000151	영남대학교	영남대학교 [본교]		경북	4,587	54	7418072.6	3712427.4	15.1	6.47	5.13	76	33
26862	0000153	영남신학대학교	영남신학대학교 [본교]		경북	115	78.9	6070000	4377626.3	48.3	1.04	0.55	4	13
26934	0000236	영산대학교	영산대학교 [본교]		경남	515	74.1	6740123.4	3589414.9	31.4	4.93	0.27	16	9
27006	0000237	영산대학교	영산대학교 [제2캠퍼스]		부산	816	63.1	6386224.2	3157357	21	3.28	0.33	24	12
27078	0000155	영산선학대학교	영산선학대학교 [본교]		전남	50	0	2000000	3198733.3	347.1	0.23	0.07	1	6
27150	0000228	예수대학교	예수대학교 [본교]		전북	115	72.9	6732181.8	3732445.1	15.6	6.05	5.67	2	9
27222	0000218	예원예술대학교	예원예술대학교 [본교]		전북	142	52.8	8084299.9	3243666.4	38.4	3.02	1.71	7	14
27294	0000219	예원예술대학교	예원예술대학교 [제2캠퍼스]		경기	89	45.8	8371139.9	2785973.1	26.7	5.72	3.98	4	13
27366	0000156	용인대학교	용인대학교 [본교]		경기	1,262	67.2	7669949.2	3205262.7	8.4	10.83	4.28	29	24
27438	0000157	우석대학교	우석대학교 [본교]		전북	1,507	64.6	6920094.5	3327505.7	27.8	3.97	1.01	42	36
27510	0000240	우송대학교	우송대학교 [본교]		대전	2,004	68.3	7170246.6	3829187.2	22.3	7.39	4.22	41	22
27582	0000158	울산대학교	울산대학교 [본교]		울산	2,727	56.5	7300443.3	2894227.6	20.1	4.8	2.48	60	26
27654	0000159	원광대학교	원광대학교 [본교]		전북	3,047	61.2	7460281.4	3620171.4	23.7	4.46	2.03	70	21
27726	0000160	위덕대학교	위덕대학교 [본교]		경북	671	62.3	7324043.9	3944176.8	23.9	2.06	0.51	19	15
27798	0000154	유원대학교	유원대학교 [본교]		충북	875	68.4	7289105.7	4316965.5	29.1	3.79	1.02	21	16
27870	0000161	을지대학교	을지대학교 [본교]		대전	40	90.3	10387666.7	3720461.6	25.4	19.76	8.33	1	14
27942	0000162	을지대학교	을지대학교 [제2캠퍼스]		경기	827	77.5	8395744.8	3326970.3	13.5	14.02	4.97	19	21
28014	0002911	을지대학교	을지대학교 [제3캠퍼스]		경기	192	0	8284308.6	0	23.6	12.42	4.55	4	19
28086	0000163	이화여자대학교	이화여자대학교 [본교]		서울	3,167	63.4	8687298.1	3313495.3	21.7	11.01	4.14	99	29
28158	0000164	인제대학교	인제대학교 [본교]		경남	1,313	61.3	7227739.4	3431189.2	24.9	3.9	1.12	40	27
28230	0000168	인천가톨릭대학교	인천가톨릭대학교 [본교]		인천	12	0	5340000	7930421.9	25.5	1.31	0	1	8
28302	0000167	인천가톨릭대학교	인천가톨릭대학교 [제2캠퍼스]		인천	153	61.1	8250151.8	3389899.6	0	7.02	5.01	4	16
28374	0002660	인천대학교	인천대학교 [본교]		인천	2,492	64.9	4634033.1	3286733	25.6	8.93	7.16	55	24
28446	0000169	인하대학교	인하대학교 [본교]		인천	3,495	70	7701519	3225074.7	12.7	15.59	7.31	75	33
28518	0000170	장로회신학대학교	장로회신학대학교 [본교]		서울	150	100	6615166.7	4444823.1	32.1	1.86	1.65	3	18
28590	0000023	전남대학교	전남대학교 [본교]		광주	3,432	60.1	4167251.5	2738859.7	21.9	9.78	4.5	100	25
28662	0000024	전남대학교	전남대학교 [제2캠퍼스]		전남	802	53.7	4078537.7	3135498.8	38.5	3.95	2.33	37	19
28734	0000025	전북대학교	전북대학교 [본교]		전북	3,848	57.3	4398442.9	2687312.5	23.9	8.15	4.74	117	38
28806	0000258	전주교육대학교	전주교육대학교 [본교]		전북	285	60.5	3272000	1666014.4	41.3	5.1	2.21	1	11
28878	0000171	전주대학교	전주대학교 [본교]		전북	2,522	60.6	6978326.1	3807206.8	16.7	4.21	2.64	65	21
28950	0000248	제주국제대학교	제주국제대학교 [본교]		제주	370	75.7	5780848.5	3650380.7	19.9	0.41	0.11	9	11
29022	0000027	제주대학교	제주대학교 [본교]		제주	2,175	57.4	3878732.2	2637729.9	26.3	7.6	4.95	76	25
29094	0000172	조선대학교	조선대학교 [본교]		광주	4,367	53.5	7032223.2	3395444.2	12.3	5.57	3.11	86	23
29166	0000173	중부대학교	중부대학교 [본교]		충남	1,760	63.1	7206832.1	3738481.2	23.3	6.3	2.54	46	22
29238	0000175	중앙대학교	중앙대학교 [본교]		서울	3,250	72.4	7901296.7	3035046.6	13.1	27.58	13.45	62	29
29310	0000174	중앙대학교	중앙대학교 [제2캠퍼스]		경기	1,208	65	8682883.6	3677481.6	38	10.13	4.46	34	15
29382	0000177	중앙승가대학교	중앙승가대학교 [본교]		경기	120	22.2	1760000	2017457.4	184.3	0.08	0.15	2	4
29454	0000239	중원대학교	중원대학교 [본교]		충북	755	62.3	7400080.5	3787620.5	77.8	2.16	0.48	22	21
29526	0000260	진주교육대학교	진주교육대학교 [본교]		경남	319	70.3	3445600	2374516.7	9.8	7.12	2.44	1	11
29598	0000187	차의과학대학교	차의과학대학교 [본교]		경기	504	70.9	7141062.5	3587380.7	24.4	6.3	5.07	3	12
29670	0000249	창신대학교	창신대학교 [본교]		경남	325	70	6386144.8	4494540.3	48.9	9.48	1.98	13	17
29742	0000028	창원대학교	창원대학교 [본교]		경남	1,754	53.9	3893707.7	2744913.3	25.1	5.3	3.75	55	29
29814	0000284	청운대학교	청운대학교 [본교]		충남	1,133	68.5	7281330.2	4271646.1	19	5.17	2.75	33	20
29886	0000261	청주교육대학교	청주교육대학교 [본교]		충북	286	67.9	3230000	1732684	38.2	9.31	2.59	1	13
29958	0000179	청주대학교	청주대학교 [본교]		충북	2,652	64.2	7619982	3439030.5	21	5.07	3.71	54	22
30030	0000246	초당대학교	초당대학교 [본교]		전남	717	74.8	6589522.6	3957473.5	33.2	3.41	0.84	20	12
30102	0000180	총신대학교	총신대학교 [본교]		서울	307	66.7	6913531.2	4248778.2	52.1	4.15	2.59	9	20
30174	0000181	추계예술대학교	추계예술대학교 [본교]		서울	250	48	8781092.7	3365739	14.4	14.81	7.7	12	14
30246	0000262	춘천교육대학교	춘천교육대학교 [본교]		강원	321	61.3	3185000	1865261.7	58.2	7.53	2.41	1	12
30318	0000029	충남대학교	충남대학교 [본교]		대전	3,584	61.1	4363274.7	2416869.5	23.5	9.89	4.99	93	32
30390	0000030	충북대학교	충북대학교 [본교]		충북	2,806	57	4272978.9	2807809.4	26.8	11.3	6.64	84	27
30462	0000184	칼빈대학교	칼빈대학교 [본교]		경기	90	87.8	7306611.1	3606147.6	38.4	1.33	0.5	4	15
30534	0000186	평택대학교	평택대학교 [본교]		경기	805	60.2	7522619.6	3333987.6	29.2	6.92	5.03	21	12
30606	0000188	포항공과대학교	포항공과대학교 [본교]		경북	320	74.1	5580000	5291121	100.1	7.06	0	2	5
30678	0000037	한경대학교	한경대학교 [본교]		경기	1,271	66.8	4051859.8	2696391.2	24.6	7.44	4.18	43	25
30750	0000247	한국공학대학교	한국공학대학교 [본교]		경기	1,380	70.5	8997115.9	3848327.6	37	6.05	6.67	26	22
30822	0000031	한국교원대학교	한국교원대학교 [본교]		충북	546	51.1	3181644.7	2203764.8	58.4	5.85	4.68	25	12
30894	0000034	한국교통대학교	한국교통대학교 [본교]		충북	1,911	62.5	4106442.4	2863232.5	26.2	6.04	3.67	52	28
30966	0000229	한국국제대학교	한국국제대학교 [본교]		경남	486	64.6	6415734.8	2792449.6	152.2	0.55	0.1	19	14
31038	0000189	한국기술교육대학교	한국기술교육대학교 [본교]		충남	836	84.7	4529842.1	3340695.8	80.7	6.17	4.63	10	14
31110	0000191	한국성서대학교	한국성서대학교 [본교]		서울	223	71.6	7088609.9	4356982	15.2	7.7	2.37	5	12
31182	0000192	한국외국어대학교	한국외국어대학교 [본교]		서울	3,377	65.2	7129957.7	2544681.1	18.1	15.09	6.64	73	15
31254	0000032	한국체육대학교	한국체육대학교 [본교]		서울	535	67.1	3859451.6	2894139.8	35.7	6.5	3.23	10	17
31326	0000182	한국침례신학대학교	한국침례신학대학교 [본교]		대전	204	53.1	5992930.5	5837360.6	25.6	0.96	0.29	4	15
31398	0000194	한국항공대학교	한국항공대학교 [본교]		경기	871	65.7	8466449.5	3344286.4	18.1	10.71	5.62	11	13
31470	0000033	한국해양대학교	한국해양대학교 [본교]		부산	1,372	69.9	3727210.5	2355401.9	40.1	3.87	5.62	32	19
31542	0000195	한남대학교	한남대학교 [본교]		대전	2,715	61.1	7184560.7	3566435	13.3	4.72	2.57	55	27
31614	0000196	한동대학교	한동대학교 [본교]		경북	729	69.9	7068567.9	3882213.9	66.8	3.48	4.02	1	20
31686	0000197	한라대학교	한라대학교 [본교]		강원	907	67.6	7024428	3685145.1	18.6	2.27	0.42	22	17
31758	0000198	한림대학교	한림대학교 [본교]		강원	1,771	63.6	7467559.2	3648409.8	33.2	3.83	4.57	29	25
31830	0000039	한밭대학교	한밭대학교 [본교]		대전	1,886	57.3	4449332.6	2716637.5	15.3	6.3	3.73	47	26
31902	0000199	한서대학교	한서대학교 [본교]		충남	1,549	70.6	7947078.2	3712327.2	28.4	5.42	2.05	38	23
31974	0000200	한성대학교	한성대학교 [본교]		서울	1,458	63.8	7731387.9	3591650.5	12.6	7.54	5.47	29	24
32046	0000201	한세대학교	한세대학교 [본교]		경기	566	68.3	8107268.6	3880239.3	14.1	10.31	7.77	20	30
32118	0000202	한신대학교	한신대학교 [본교]		경기	1,161	63	7190015.4	3285478.6	16.8	6.51	5.07	40	19
32190	0000203	한양대학교	한양대학교 [본교]		서울	2,906	73.8	8489626	3497468.5	11.1	27.08	4.91	68	35
32262	0000204	한양대학교(ERICA)	한양대학교(ERICA) [분교]		경기	1,910	67.3	8463700.5	3789473.1	27.1	19.68	5.92	47	32
32334	0000206	한일장신대학교	한일장신대학교 [본교]		전북	219	62.1	6329132.4	4856363.5	22	1.54	1.19	6	12
32406	0000207	협성대학교	협성대학교 [본교]		경기	1,004	60.5	7360468.1	3924965	11.2	5.49	4.35	25	24
32478	0000208	호남대학교	호남대학교 [본교]		광주	1,502	65.5	6541471.5	3376028	19.5	5.03	0.44	39	9
32550	0000209	호남신학대학교	호남신학대학교 [본교]		광주	119	48.8	6686101.4	4148083.8	36.1	0.82	0.47	3	9
32622	0000211	호서대학교	호서대학교 [본교]		충남	2,881	66.8	7724277.6	3494641.7	25.4	5.2	3.98	53	24
32694	0000282	호원대학교	호원대학교 [본교]		전북	1,072	74	6929052	4319986.3	38.8	8.32	6.49	26	25
32766	0000212	홍익대학교	홍익대학교 [본교]		서울	2,422	65.3	8315003.9	3918559.7	13.8	15.7	12.94	37	21
32838	0002949	홍익대학교	홍익대학교 [제2캠퍼스]		세종	1,304	63.6	8443408.1	4136888.8	23.7	6.06	6.51	17	19
